"2022-02-19";"10:12:56";"WinControl (rev 1142) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-II (CFMG0360A) ";""
"2022-02-19 08:13:11.285";"2022-02-19";"08:13:11";"SCHS";"";"Chart start ";""
"2022-02-19 08:17:52.386";"2022-02-19";"08:17:52";"SLCS";"";"Light Curve start ";"Ul4-1"
"2022-02-19 08:17:52.386";"2022-02-19";"08:17:52";"REG1";"";"#1: alpha: 0.265, ETRm: 21.061, Ik: 79.390   ( beta: 0.086, ETRmPot: 44.117 ) ";""
"2022-02-19 08:17:52.386";"2022-02-19";"08:17:52";"REG2";"";"#1: alpha: 0.295, ETRm: 16.461, Ik: 55.885 ";""
"2022-02-19 08:17:54.097";"2022-02-19";"08:17:54";"FO";"1";"167";"675";"0";"0.753";"0.0";"-";"167";"675";"0.753"
"2022-02-19 08:18:24.395";"2022-02-19";"08:18:24";"F";"2";"337";"617";"66";"0.454";"12.6";"0.094";"167";"675";"0.753"
"2022-02-19 08:18:54.687";"2022-02-19";"08:18:54";"F";"3";"329";"563";"90";"0.416";"15.7";"0.199";"167";"675";"0.753"
"2022-02-19 08:19:24.988";"2022-02-19";"08:19:24";"F";"4";"345";"526";"125";"0.344";"18.1";"0.283";"167";"675";"0.753"
"2022-02-19 08:19:55.283";"2022-02-19";"08:19:55";"F";"5";"371";"499";"190";"0.257";"20.5";"0.353";"167";"675";"0.753"
"2022-02-19 08:20:25.583";"2022-02-19";"08:20:25";"F";"6";"393";"476";"285";"0.174";"20.8";"0.418";"167";"675";"0.753"
"2022-02-19 08:20:55.878";"2022-02-19";"08:20:55";"F";"7";"408";"456";"420";"0.105";"18.5";"0.480";"167";"675";"0.753"
"2022-02-19 08:21:26.173";"2022-02-19";"08:21:26";"F";"8";"420";"439";"625";"0.043";"11.3";"0.538";"167";"675";"0.753"
"2022-02-19 08:21:56.466";"2022-02-19";"08:21:56";"F";"9";"411";"423";"820";"0.028";"9.6";"0.596";"167";"675";"0.753"
"2022-02-19 08:21:59.420";"2022-02-19";"08:21:59";"SLCE";"";"Light Curve end ";""
"2022-02-19 08:23:24.169";"2022-02-19";"08:23:24";"SLCS";"";"Light Curve start ";"Ul4-2"
"2022-02-19 08:23:24.169";"2022-02-19";"08:23:24";"REG1";"";"#1: alpha: 0.298, ETRm: 14.957, Ik: 50.252   ( beta: 0.158, ETRmPot: 40.242 ) ";""
