"2022-02-21";"10:25:04";"WinControl (rev 1142) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-II (CFMG0360A) ";""
"2022-02-21 08:25:37.816";"2022-02-21";"08:25:37";"SCHS";"";"Chart start ";""
"2022-02-21 08:26:23.322";"2022-02-21";"08:26:23";"SLCS";"";"Light Curve start ";"Ul1-1"
"2022-02-21 08:26:23.322";"2022-02-21";"08:26:23";"REG1";"";"#1: alpha: 0.202, ETRm: 14.167, Ik: 70.241   ( beta: 0.047, ETRmPot: 25.688 ) ";""
"2022-02-21 08:26:23.322";"2022-02-21";"08:26:23";"REG2";"";"#1: alpha: 0.196, ETRm: 11.203, Ik: 57.049 ";""
"2022-02-21 08:26:25.045";"2022-02-21";"08:26:25";"FO";"1";"197";"451";"0";"0.563";"0.0";"-";"197";"451";"0.563"
"2022-02-21 08:26:55.344";"2022-02-21";"08:26:55";"F";"2";"165";"236";"66";"0.301";"8.3";"0.911";"197";"451";"0.563"
"2022-02-21 08:27:25.643";"2022-02-21";"08:27:25";"F";"3";"152";"210";"90";"0.276";"10.4";"1.148";"197";"451";"0.563"
"2022-02-21 08:27:55.940";"2022-02-21";"08:27:55";"F";"4";"153";"204";"125";"0.250";"13.1";"1.211";"197";"451";"0.563"
"2022-02-21 08:28:26.236";"2022-02-21";"08:28:26";"F";"5";"161";"199";"190";"0.191";"15.2";"1.266";"197";"451";"0.563"
"2022-02-21 08:28:56.527";"2022-02-21";"08:28:56";"F";"6";"172";"196";"285";"0.122";"14.6";"1.301";"197";"451";"0.563"
"2022-02-21 08:29:26.822";"2022-02-21";"08:29:26";"F";"7";"182";"195";"420";"0.067";"11.8";"1.313";"197";"451";"0.563"
"2022-02-21 08:29:57.117";"2022-02-21";"08:29:57";"F";"8";"191";"193";"625";"0.010";"2.6";"1.337";"197";"451";"0.563"
"2022-02-21 08:30:27.418";"2022-02-21";"08:30:27";"F";"9";"191";"197";"820";"0.030";"10.3";"1.289";"197";"451";"0.563"
"2022-02-21 08:30:29.888";"2022-02-21";"08:30:29";"SLCE";"";"Light Curve end ";""
"2022-02-21 08:30:59.966";"2022-02-21";"08:30:59";"SLCS";"";"Light Curve start ";"Ul1-2"
"2022-02-21 08:30:59.966";"2022-02-21";"08:30:59";"REG1";"";"#1: alpha: 0.196, ETRm: 12.491, Ik: 63.590   ( beta: 0.011, ETRmPot: 15.571 ) ";""
"2022-02-21 08:30:59.966";"2022-02-21";"08:30:59";"REG2";"";"#1: alpha: 0.162, ETRm: 11.187, Ik: 68.979 ";""
"2022-02-21 08:31:01.707";"2022-02-21";"08:31:01";"FO";"10";"159";"377";"0";"0.578";"0.0";"-";"159";"377";"0.578"
"2022-02-21 08:31:32.001";"2022-02-21";"08:31:32";"F";"11";"127";"175";"66";"0.274";"7.6";"1.154";"159";"377";"0.578"
"2022-02-21 08:32:02.299";"2022-02-21";"08:32:02";"F";"12";"123";"165";"90";"0.255";"9.6";"1.285";"159";"377";"0.578"
"2022-02-21 08:32:32.599";"2022-02-21";"08:32:32";"F";"13";"126";"163";"125";"0.227";"11.9";"1.313";"159";"377";"0.578"
"2022-02-21 08:33:02.891";"2022-02-21";"08:33:02";"F";"14";"135";"161";"190";"0.161";"12.8";"1.342";"159";"377";"0.578"
"2022-02-21 08:33:33.187";"2022-02-21";"08:33:33";"F";"15";"142";"161";"285";"0.118";"14.1";"1.342";"159";"377";"0.578"
"2022-02-21 08:34:03.482";"2022-02-21";"08:34:03";"F";"16";"152";"162";"420";"0.062";"10.9";"1.327";"159";"377";"0.578"
"2022-02-21 08:34:33.774";"2022-02-21";"08:34:33";"F";"17";"159";"162";"625";"0.019";"5.0";"1.327";"159";"377";"0.578"
"2022-02-21 08:35:04.071";"2022-02-21";"08:35:04";"F";"18";"159";"165";"820";"0.036";"12.4";"1.285";"159";"377";"0.578"
"2022-02-21 08:35:06.945";"2022-02-21";"08:35:06";"SLCE";"";"Light Curve end ";""
"2022-02-21 08:35:49.657";"2022-02-21";"08:35:49";"SLCS";"";"Light Curve start ";"Ul1-3"
"2022-02-21 08:35:49.657";"2022-02-21";"08:35:49";"REG1";"";"#1: alpha: 0.278, ETRm: 30.971, Ik: 111.582   ( beta: 0.044, ETRmPot: 49.182 ) ";""
"2022-02-21 08:35:49.657";"2022-02-21";"08:35:49";"REG2";"";"#1: alpha: 0.245, ETRm: 28.171, Ik: 114.766 ";""
"2022-02-21 08:35:51.364";"2022-02-21";"08:35:51";"FO";"19";"123";"612";"0";"0.799";"0.0";"-";"123";"612";"0.799"
"2022-02-21 08:36:21.667";"2022-02-21";"08:36:21";"F";"20";"219";"452";"66";"0.515";"14.3";"0.354";"123";"612";"0.799"
"2022-02-21 08:36:51.955";"2022-02-21";"08:36:51";"F";"21";"223";"426";"90";"0.477";"18.0";"0.437";"123";"612";"0.799"
"2022-02-21 08:37:22.250";"2022-02-21";"08:37:22";"F";"22";"238";"411";"125";"0.421";"22.1";"0.489";"123";"612";"0.799"
"2022-02-21 08:37:52.550";"2022-02-21";"08:37:52";"F";"23";"261";"396";"190";"0.341";"27.2";"0.545";"123";"612";"0.799"
"2022-02-21 08:38:22.846";"2022-02-21";"08:38:22";"F";"24";"286";"386";"285";"0.259";"31.0";"0.585";"123";"612";"0.799"
"2022-02-21 08:38:53.142";"2022-02-21";"08:38:53";"F";"25";"308";"374";"420";"0.176";"31.0";"0.636";"123";"612";"0.799"
"2022-02-21 08:39:23.440";"2022-02-21";"08:39:23";"F";"26";"328";"364";"625";"0.099";"26.0";"0.681";"123";"612";"0.799"
