"2022-02-15";"10:22:43";"WinControl (rev 1142) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-II (CFMG0360A) ";""
"2022-02-15 08:14:50.635";"2022-02-15";"08:14:50";"SCHS";"";"Chart start ";""
"2022-02-15 08:21:47.975";"2022-02-15";"08:21:47";"SLCS";"";"Light Curve start ";"Ul2-1"
"2022-02-15 08:21:47.975";"2022-02-15";"08:21:47";"REG1";"";"#1: alpha: 0.317, ETRm: 32.862, Ik: 103.545   ( beta: 0.014, ETRmPot: 39.262 ) ";""
"2022-02-15 08:21:47.975";"2022-02-15";"08:21:47";"REG2";"";"#1: alpha: 0.256, ETRm: 31.653, Ik: 123.807 ";""
"2022-02-15 08:21:49.696";"2022-02-15";"08:21:49";"FO";"1";"227";"1037";"0";"0.781";"0.0";"-";"227";"1037";"0.781"
"2022-02-15 08:22:19.995";"2022-02-15";"08:22:19";"F";"2";"454";"997";"66";"0.545";"15.1";"0.040";"227";"1037";"0.781"
"2022-02-15 08:22:50.293";"2022-02-15";"08:22:50";"F";"3";"462";"961";"90";"0.519";"19.6";"0.079";"227";"1037";"0.781"
"2022-02-15 08:23:20.585";"2022-02-15";"08:23:20";"F";"4";"497";"917";"125";"0.458";"24.0";"0.131";"227";"1037";"0.781"
"2022-02-15 08:23:50.879";"2022-02-15";"08:23:50";"F";"5";"555";"875";"190";"0.366";"29.2";"0.185";"227";"1037";"0.781"
"2022-02-15 08:24:21.178";"2022-02-15";"08:24:21";"F";"6";"609";"837";"285";"0.272";"32.6";"0.239";"227";"1037";"0.781"
"2022-02-15 08:24:51.473";"2022-02-15";"08:24:51";"F";"7";"650";"802";"420";"0.190";"33.5";"0.293";"227";"1037";"0.781"
"2022-02-15 08:25:21.771";"2022-02-15";"08:25:21";"F";"8";"685";"770";"625";"0.110";"28.9";"0.347";"227";"1037";"0.781"
"2022-02-15 08:25:52.065";"2022-02-15";"08:25:52";"F";"9";"680";"747";"820";"0.090";"31.0";"0.388";"227";"1037";"0.781"
"2022-02-15 08:25:54.954";"2022-02-15";"08:25:54";"SLCE";"";"Light Curve end ";""
"2022-02-15 08:26:38.423";"2022-02-15";"08:26:38";"SLCS";"";"Light Curve start ";"Ul2-2"
"2022-02-15 08:26:38.423";"2022-02-15";"08:26:38";"REG1";"";"#1: alpha: 0.266, ETRm: 18.473, Ik: 69.372   ( beta: 0.172, ETRmPot: 55.667 ) ";""
"2022-02-15 08:26:38.423";"2022-02-15";"08:26:38";"REG2";"";"#1: alpha: 1.505, ETRm: 13.125, Ik: 8.722 ";""
"2022-02-15 08:26:40.157";"2022-02-15";"08:26:40";"FO";"10";"188";"665";"0";"0.717";"0.0";"-";"188";"665";"0.717"
"2022-02-15 08:27:10.455";"2022-02-15";"08:27:10";"F";"11";"283";"538";"66";"0.474";"13.1";"0.236";"188";"665";"0.717"
"2022-02-15 08:27:40.748";"2022-02-15";"08:27:40";"F";"12";"311";"516";"90";"0.397";"15.0";"0.289";"188";"665";"0.717"
"2022-02-15 08:28:11.041";"2022-02-15";"08:28:11";"F";"13";"347";"504";"125";"0.312";"16.4";"0.319";"188";"665";"0.717"
