"2022-02-25";"10:34:53";"WinControl (rev 1142) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:NPQ";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-II (CFMG0360A) ";""
"2022-02-25 07:58:32.032";"2022-02-25";"07:58:32";"SCHS";"";"Chart start ";""
"2022-02-25 08:02:49.527";"2022-02-25";"08:02:49";"SLCS";"";"Light Curve start ";"Ul2-1"
"2022-02-25 08:02:49.527";"2022-02-25";"08:02:49";"REG1";"";"#1: alpha: 0.327, ETRm: 13.879, Ik: 42.500   ( beta: 10.113, ETRmPot: 1187.187 ) ";""
"2022-02-25 08:02:49.527";"2022-02-25";"08:02:49";"REG2";"";"#1: alpha: 1.162, ETRm: 10.467, Ik: 9.005 ";""
"2022-02-25 08:02:51.202";"2022-02-25";"08:02:51";"FO";"1";"182";"627";"0";"0.710";"0.0";"-";"182";"627";"0.710"
"2022-02-25 08:03:21.499";"2022-02-25";"08:03:21";"F";"2";"278";"501";"66";"0.445";"12.3";"0.251";"182";"627";"0.710"
"2022-02-25 08:03:51.787";"2022-02-25";"08:03:51";"F";"3";"295";"462";"90";"0.361";"13.6";"0.357";"182";"627";"0.710"
"2022-02-25 08:04:22.082";"2022-02-25";"08:04:22";"F";"4";"328";"439";"125";"0.253";"13.3";"0.428";"182";"627";"0.710"
"2022-02-25 08:04:52.384";"2022-02-25";"08:04:52";"F";"5";"360";"425";"190";"0.153";"12.2";"0.475";"182";"627";"0.710"
"2022-02-25 08:05:22.678";"2022-02-25";"08:05:22";"F";"6";"386";"415";"285";"0.070";"8.4";"0.511";"182";"627";"0.710"
"2022-02-25 08:05:52.975";"2022-02-25";"08:05:52";"F";"7";"397";"404";"420";"0.017";"3.0";"0.552";"182";"627";"0.710"
"2022-02-25 08:06:23.264";"2022-02-25";"08:06:23";"F";"8";"400";"392";"625";"-";"-";"-";"182";"627";"0.710"
"2022-02-25 08:06:53.561";"2022-02-25";"08:06:53";"F";"9";"391";"384";"820";"-";"-";"-";"182";"627";"0.710"
"2022-02-25 08:06:56.803";"2022-02-25";"08:06:56";"SLCE";"";"Light Curve end ";""
"2022-02-25 08:07:29.223";"2022-02-25";"08:07:29";"SLCS";"";"Light Curve start ";"Ul2-2"
"2022-02-25 08:07:29.223";"2022-02-25";"08:07:29";"REG1";"";"#1: alpha: 0.296, ETRm: 13.084, Ik: 44.244   ( beta: 0.026, ETRmPot: 17.775 ) ";""
"2022-02-25 08:07:29.223";"2022-02-25";"08:07:29";"REG2";"";"#1: alpha: 0.845, ETRm: 10.300, Ik: 12.191 ";""
"2022-02-25 08:07:30.957";"2022-02-25";"08:07:30";"FO";"10";"169";"520";"0";"0.675";"0.0";"-";"169";"520";"0.675"
"2022-02-25 08:08:01.253";"2022-02-25";"08:08:01";"F";"11";"197";"319";"66";"0.382";"10.6";"0.630";"169";"520";"0.675"
"2022-02-25 08:08:31.545";"2022-02-25";"08:08:31";"F";"12";"200";"293";"90";"0.317";"12.0";"0.775";"169";"520";"0.675"
"2022-02-25 08:09:01.845";"2022-02-25";"08:09:01";"F";"13";"214";"286";"125";"0.252";"13.2";"0.818";"169";"520";"0.675"
"2022-02-25 08:09:32.138";"2022-02-25";"08:09:32";"F";"14";"232";"277";"190";"0.162";"12.9";"0.877";"169";"520";"0.675"
"2022-02-25 08:10:02.431";"2022-02-25";"08:10:02";"F";"15";"240";"268";"285";"0.104";"12.4";"0.940";"169";"520";"0.675"
"2022-02-25 08:10:32.732";"2022-02-25";"08:10:32";"F";"16";"245";"258";"420";"0.050";"8.8";"1.016";"169";"520";"0.675"
"2022-02-25 08:11:03.021";"2022-02-25";"08:11:03";"F";"17";"242";"247";"625";"0.020";"5.3";"1.105";"169";"520";"0.675"
"2022-02-25 08:11:33.323";"2022-02-25";"08:11:33";"F";"18";"233";"238";"820";"0.021";"7.2";"1.185";"169";"520";"0.675"
"2022-02-25 08:11:36.148";"2022-02-25";"08:11:36";"SLCE";"";"Light Curve end ";""
"2022-02-25 08:11:49.502";"2022-02-25";"08:11:49";"SLCS";"";"Light Curve start ";"Ul2-3"
"2022-02-25 08:11:49.502";"2022-02-25";"08:11:49";"REG1";"";"#1: alpha: 0.300, ETRm: 11.993, Ik: 39.932   ( beta: 0.072, ETRmPot: 22.017 ) ";""
"2022-02-25 08:11:49.502";"2022-02-25";"08:11:49";"REG2";"";"#1: alpha: 1.096, ETRm: 9.867, Ik: 9.005 ";""
"2022-02-25 08:11:51.222";"2022-02-25";"08:11:51";"FO";"19";"164";"553";"0";"0.703";"0.0";"-";"164";"553";"0.703"
"2022-02-25 08:12:21.513";"2022-02-25";"08:12:21";"F";"20";"222";"359";"66";"0.382";"10.6";"0.540";"164";"553";"0.703"
"2022-02-25 08:12:51.812";"2022-02-25";"08:12:51";"F";"21";"238";"342";"90";"0.304";"11.5";"0.617";"164";"553";"0.703"
"2022-02-25 08:13:22.102";"2022-02-25";"08:13:22";"F";"22";"263";"342";"125";"0.231";"12.1";"0.617";"164";"553";"0.703"
"2022-02-25 08:13:52.399";"2022-02-25";"08:13:52";"F";"23";"289";"334";"190";"0.135";"10.8";"0.656";"164";"553";"0.703"
"2022-02-25 08:14:22.692";"2022-02-25";"08:14:22";"F";"24";"305";"329";"285";"0.073";"8.7";"0.681";"164";"553";"0.703"
"2022-02-25 08:14:52.996";"2022-02-25";"08:14:52";"F";"25";"311";"321";"420";"0.031";"5.5";"0.723";"164";"553";"0.703"
"2022-02-25 08:15:23.288";"2022-02-25";"08:15:23";"F";"26";"313";"310";"625";"-";"-";"-";"164";"553";"0.703"
"2022-02-25 08:15:53.582";"2022-02-25";"08:15:53";"F";"27";"307";"303";"820";"-";"-";"-";"164";"553";"0.703"
"2022-02-25 08:15:56.533";"2022-02-25";"08:15:56";"SLCE";"";"Light Curve end ";""
"2022-02-25 08:16:36.050";"2022-02-25";"08:16:36";"SLCS";"";"Light Curve start ";"Ul2-4"
"2022-02-25 08:16:36.050";"2022-02-25";"08:16:36";"REG1";"";"#1: alpha: 0.226, ETRm: 12.845, Ik: 56.938   ( beta: 0.356, ETRmPot: 71.782 ) ";""
"2022-02-25 08:16:36.050";"2022-02-25";"08:16:36";"REG2";"";"#1: alpha: 1.026, ETRm: 8.387, Ik: 8.177 ";""
"2022-02-25 08:16:37.777";"2022-02-25";"08:16:37";"FO";"28";"170";"538";"0";"0.684";"0.0";"-";"170";"538";"0.684"
"2022-02-25 08:17:08.068";"2022-02-25";"08:17:08";"F";"29";"210";"327";"66";"0.358";"9.9";"0.645";"170";"538";"0.684"
"2022-02-25 08:17:38.366";"2022-02-25";"08:17:38";"F";"30";"223";"320";"90";"0.303";"11.5";"0.681";"170";"538";"0.684"
"2022-02-25 08:18:08.659";"2022-02-25";"08:18:08";"F";"31";"252";"326";"125";"0.227";"11.9";"0.650";"170";"538";"0.684"
"2022-02-25 08:18:38.959";"2022-02-25";"08:18:38";"F";"32";"275";"327";"190";"0.159";"12.7";"0.645";"170";"538";"0.684"
"2022-02-25 08:19:09.257";"2022-02-25";"08:19:09";"F";"33";"293";"323";"285";"0.093";"11.1";"0.666";"170";"538";"0.684"
"2022-02-25 08:19:39.546";"2022-02-25";"08:19:39";"F";"34";"304";"314";"420";"0.032";"5.6";"0.713";"170";"538";"0.684"
"2022-02-25 08:20:09.848";"2022-02-25";"08:20:09";"F";"35";"304";"308";"625";"0.013";"3.4";"0.747";"170";"538";"0.684"
"2022-02-25 08:20:40.139";"2022-02-25";"08:20:40";"F";"36";"299";"300";"820";"0.003";"1.0";"0.793";"170";"538";"0.684"
"2022-02-25 08:20:42.772";"2022-02-25";"08:20:42";"SLCE";"";"Light Curve end ";""
"2022-02-25 08:21:09.547";"2022-02-25";"08:21:09";"SLCS";"";"Light Curve start ";"Ul3-1"
"2022-02-25 08:21:09.547";"2022-02-25";"08:21:09";"REG1";"";"#1: alpha: 0.267, ETRm: 17.777, Ik: 66.608   ( beta: 0.108, ETRmPot: 41.256 ) ";""
"2022-02-25 08:21:09.547";"2022-02-25";"08:21:09";"REG2";"";"#1: alpha: 0.524, ETRm: 12.891, Ik: 24.603 ";""
"2022-02-25 08:21:11.232";"2022-02-25";"08:21:11";"FO";"37";"218";"835";"0";"0.739";"0.0";"-";"218";"835";"0.739"
"2022-02-25 08:21:41.534";"2022-02-25";"08:21:41";"F";"38";"361";"655";"66";"0.449";"12.4";"0.275";"218";"835";"0.739"
"2022-02-25 08:22:11.828";"2022-02-25";"08:22:11";"F";"39";"387";"630";"90";"0.386";"14.6";"0.325";"218";"835";"0.739"
"2022-02-25 08:22:42.126";"2022-02-25";"08:22:42";"F";"40";"426";"613";"125";"0.305";"16.0";"0.362";"218";"835";"0.739"
"2022-02-25 08:23:12.420";"2022-02-25";"08:23:12";"F";"41";"469";"603";"190";"0.222";"17.7";"0.385";"218";"835";"0.739"
"2022-02-25 08:23:42.710";"2022-02-25";"08:23:42";"F";"42";"505";"585";"285";"0.137";"16.4";"0.427";"218";"835";"0.739"
"2022-02-25 08:24:13.004";"2022-02-25";"08:24:13";"F";"43";"528";"572";"420";"0.077";"13.6";"0.460";"218";"835";"0.739"
"2022-02-25 08:24:43.304";"2022-02-25";"08:24:43";"F";"44";"537";"552";"625";"0.027";"7.1";"0.513";"218";"835";"0.739"
"2022-02-25 08:25:13.600";"2022-02-25";"08:25:13";"F";"45";"525";"533";"820";"0.015";"5.2";"0.567";"218";"835";"0.739"
"2022-02-25 08:25:16.046";"2022-02-25";"08:25:16";"SLCE";"";"Light Curve end ";""
"2022-02-25 08:30:29.369";"2022-02-25";"08:30:29";"SLCS";"";"Light Curve start ";"Ul3-3"
"2022-02-25 08:30:29.369";"2022-02-25";"08:30:29";"REG1";"";"#1: alpha: 0.193, ETRm: 14.816, Ik: 76.896   ( beta: 0.035, ETRmPot: 24.518 ) ";""
"2022-02-25 08:30:29.369";"2022-02-25";"08:30:29";"REG2";"";"#1: alpha: 0.202, ETRm: 12.115, Ik: 59.987 ";""
"2022-02-25 08:30:31.051";"2022-02-25";"08:30:31";"FO";"46";"160";"431";"0";"0.629";"0.0";"-";"160";"431";"0.629"
"2022-02-25 08:31:01.346";"2022-02-25";"08:31:01";"F";"47";"163";"247";"66";"0.340";"9.4";"0.745";"160";"431";"0.629"
"2022-02-25 08:31:31.645";"2022-02-25";"08:31:31";"F";"48";"165";"232";"90";"0.289";"10.9";"0.858";"160";"431";"0.629"
"2022-02-25 08:32:01.933";"2022-02-25";"08:32:01";"F";"49";"185";"242";"125";"0.236";"12.4";"0.781";"160";"431";"0.629"
"2022-02-25 08:32:32.228";"2022-02-25";"08:32:32";"F";"50";"202";"246";"190";"0.179";"14.3";"0.752";"160";"431";"0.629"
"2022-02-25 08:33:02.525";"2022-02-25";"08:33:02";"F";"51";"214";"245";"285";"0.127";"15.2";"0.759";"160";"431";"0.629"
"2022-02-25 08:33:32.827";"2022-02-25";"08:33:32";"F";"52";"224";"243";"420";"0.078";"13.8";"0.774";"160";"431";"0.629"
"2022-02-25 08:34:03.115";"2022-02-25";"08:34:03";"F";"53";"228";"235";"625";"0.030";"7.9";"0.834";"160";"431";"0.629"
"2022-02-25 08:34:33.419";"2022-02-25";"08:34:33";"F";"54";"225";"231";"820";"0.026";"9.0";"0.866";"160";"431";"0.629"
"2022-02-25 08:34:36.521";"2022-02-25";"08:34:36";"SLCE";"";"Light Curve end ";""
"2022-02-25 08:38:28.419";"2022-02-25";"08:38:28";"SLCS";"";"Light Curve start ";"Ul3-4"
"2022-02-25 08:38:28.419";"2022-02-25";"08:38:28";"REG1";"";"#1: alpha: 0.352, ETRm: 14.591, Ik: 41.448   ( beta: 0.190, ETRmPot: 39.547 ) ";""
"2022-02-25 08:38:28.419";"2022-02-25";"08:38:28";"REG2";"";"#1: alpha: 1.051, ETRm: 10.057, Ik: 9.574 ";""
"2022-02-25 08:38:30.075";"2022-02-25";"08:38:30";"FO";"55";"201";"765";"0";"0.737";"0.0";"-";"201";"765";"0.737"
"2022-02-25 08:39:00.376";"2022-02-25";"08:39:00";"F";"56";"349";"660";"66";"0.471";"13.1";"0.159";"201";"765";"0.737"
"2022-02-25 08:39:30.668";"2022-02-25";"08:39:30";"F";"57";"376";"607";"90";"0.381";"14.4";"0.260";"201";"765";"0.737"
"2022-02-25 08:40:00.967";"2022-02-25";"08:40:00";"F";"58";"424";"580";"125";"0.269";"14.1";"0.319";"201";"765";"0.737"
"2022-02-25 08:40:31.256";"2022-02-25";"08:40:31";"F";"59";"476";"563";"190";"0.155";"12.4";"0.359";"201";"765";"0.737"
"2022-02-25 08:41:01.560";"2022-02-25";"08:41:01";"F";"60";"508";"553";"285";"0.081";"9.7";"0.383";"201";"765";"0.737"
"2022-02-25 08:41:31.851";"2022-02-25";"08:41:31";"F";"61";"523";"542";"420";"0.035";"6.2";"0.411";"201";"765";"0.737"
"2022-02-25 08:42:02.146";"2022-02-25";"08:42:02";"F";"62";"528";"529";"625";"0.002";"0.5";"0.446";"201";"765";"0.737"
"2022-02-25 08:42:32.446";"2022-02-25";"08:42:32";"F";"63";"520";"518";"820";"-";"-";"-";"201";"765";"0.737"
"2022-02-25 08:42:35.712";"2022-02-25";"08:42:35";"SLCE";"";"Light Curve end ";""
"2022-02-25 08:44:03.509";"2022-02-25";"08:44:03";"SLCS";"";"Light Curve start ";"Ul4-1"
"2022-02-25 08:44:03.509";"2022-02-25";"08:44:03";"REG1";"";"#1: alpha: 0.258, ETRm: 15.804, Ik: 61.233   ( beta: 0.226, ETRmPot: 57.713 ) ";""
"2022-02-25 08:44:03.509";"2022-02-25";"08:44:03";"REG2";"";"#1: alpha: 1.284, ETRm: 10.750, Ik: 8.372 ";""
"2022-02-25 08:44:05.231";"2022-02-25";"08:44:05";"FO";"64";"257";"941";"0";"0.727";"0.0";"-";"257";"941";"0.727"
"2022-02-25 08:44:35.520";"2022-02-25";"08:44:35";"F";"65";"447";"785";"66";"0.431";"11.9";"0.199";"257";"941";"0.727"
"2022-02-25 08:45:05.821";"2022-02-25";"08:45:05";"F";"66";"482";"755";"90";"0.362";"13.7";"0.246";"257";"941";"0.727"
"2022-02-25 08:45:36.119";"2022-02-25";"08:45:36";"F";"67";"530";"734";"125";"0.278";"14.6";"0.282";"257";"941";"0.727"
"2022-02-25 08:46:06.411";"2022-02-25";"08:46:06";"F";"68";"578";"714";"190";"0.190";"15.2";"0.318";"257";"941";"0.727"
"2022-02-25 08:46:36.706";"2022-02-25";"08:46:36";"F";"69";"615";"696";"285";"0.116";"13.9";"0.352";"257";"941";"0.727"
"2022-02-25 08:47:07.001";"2022-02-25";"08:47:07";"F";"70";"637";"677";"420";"0.059";"10.4";"0.390";"257";"941";"0.727"
"2022-02-25 08:47:37.294";"2022-02-25";"08:47:37";"F";"71";"644";"652";"625";"0.012";"3.2";"0.443";"257";"941";"0.727"
"2022-02-25 08:48:07.592";"2022-02-25";"08:48:07";"F";"72";"627";"633";"820";"0.009";"3.1";"0.487";"257";"941";"0.727"
"2022-02-25 08:48:10.774";"2022-02-25";"08:48:10";"SLCE";"";"Light Curve end ";""
"2022-02-25 08:48:39.104";"2022-02-25";"08:48:39";"SLCS";"";"Light Curve start ";"Ul4-2"
"2022-02-25 08:48:39.104";"2022-02-25";"08:48:39";"REG1";"";"#1: alpha: 0.236, ETRm: 10.654, Ik: 45.065   ( beta: 0.113, ETRmPot: 27.047 ) ";""
"2022-02-25 08:48:39.104";"2022-02-25";"08:48:39";"REG2";"";"#1: alpha: 0.956, ETRm: 8.617, Ik: 9.009 ";""
"2022-02-25 08:48:40.779";"2022-02-25";"08:48:40";"FO";"73";"171";"521";"0";"0.672";"0.0";"-";"171";"521";"0.672"
"2022-02-25 08:49:11.089";"2022-02-25";"08:49:11";"F";"74";"270";"405";"66";"0.333";"9.2";"0.286";"171";"521";"0.672"
"2022-02-25 08:49:41.376";"2022-02-25";"08:49:41";"F";"75";"284";"388";"90";"0.268";"10.1";"0.343";"171";"521";"0.672"
"2022-02-25 08:50:11.672";"2022-02-25";"08:50:11";"F";"76";"313";"390";"125";"0.197";"10.3";"0.336";"171";"521";"0.672"
"2022-02-25 08:50:41.976";"2022-02-25";"08:50:41";"F";"77";"335";"383";"190";"0.125";"10.0";"0.360";"171";"521";"0.672"
"2022-02-25 08:51:12.266";"2022-02-25";"08:51:12";"F";"78";"351";"375";"285";"0.064";"7.7";"0.389";"171";"521";"0.672"
"2022-02-25 08:51:42.560";"2022-02-25";"08:51:42";"F";"79";"357";"366";"420";"0.025";"4.4";"0.423";"171";"521";"0.672"
"2022-02-25 08:52:12.857";"2022-02-25";"08:52:12";"F";"80";"357";"353";"625";"-";"-";"-";"171";"521";"0.672"
"2022-02-25 08:52:43.155";"2022-02-25";"08:52:43";"F";"81";"347";"339";"820";"-";"-";"-";"171";"521";"0.672"
"2022-02-25 08:52:46.106";"2022-02-25";"08:52:46";"SLCE";"";"Light Curve end ";""
"2022-02-25 08:53:15.203";"2022-02-25";"08:53:15";"SLCS";"";"Light Curve start ";"Ul4-3"
